SUBSETID	MEMBERID	MEMBERSTATUS	LINKEDID
80691000000139	86406008	1	
80691000000139	86443005	1	
80691000000139	864511000000102	1	
80691000000139	87117006	1	
80691000000139	872251000000104	1	
80691000000139	872271000000108	1	
80691000000139	87318008	1	
80691000000139	88813005	1	
80691000000139	88943008	1	
80691000000139	90428001	1	
80691000000139	907191000000100	1	
80691000000139	907201000000103	1	
80691000000139	9091006	1	
80691000000139	91554004	1	
80691000000139	91923005	1	
80691000000139	91947003	1	
80691000000139	91948008	1	
80691000000139	9241004	1	
80691000000139	926851000000108	1	
80691000000139	932981000000105	1	
80691000000139	934491000000108	1	
80691000000139	934511000000100	1	
80691000000139	934521000000106	1	
80691000000139	934551000000101	1	
80691000000139	934561000000103	1	
80691000000139	93871000119101	1	
80691000000139	943041000000105	1	
80691000000139	94851000119107	1	
80691000000139	95892003	1	
80691000000139	9941009	1	
80671000000138	10123006	1	
80671000000138	10383002	1	
80671000000138	106109006	1	
80671000000138	10641000000105	1	
80671000000138	10651000000108	1	
80671000000138	10661000000106	1	
80671000000138	10671000000104	1	
80671000000138	10681000000102	1	
80671000000138	10750641000119101	1	
80671000000138	10763001	1	
80671000000138	10833000	1	
80671000000138	11087003	1	
80671000000138	111424000	1	
80671000000138	111426003	1	
80671000000138	111427007	1	
80671000000138	111428002	1	
80671000000138	111429005	1	
80671000000138	111430000	1	
80671000000138	111431001	1	
80671000000138	111432008	1	
80671000000138	111461000000109	1	
80671000000138	11373009	1	
80671000000138	11454006	1	
80671000000138	117911000000107	1	
80671000000138	1180004	1	
80671000000138	118217006	1	
80671000000138	12020000	1	
80671000000138	12095001	1	
80671000000138	12296009	1	
80671000000138	128075001	1	
80671000000138	12983003	1	
80671000000138	13100007	1	
80671000000138	1321008	1	
80671000000138	139018006	1	
80671000000138	13943000	1	
80671000000138	13946008	1	
80671000000138	13961000000108	1	
80671000000138	13971000000101	1	
80671000000138	148244006	1	
80671000000138	14853005	1	
80671000000138	149991000	1	
80671000000138	149994008	1	
80671000000138	149995009	1	
80671000000138	149996005	1	
80671000000138	149998006	1	
80671000000138	150552000	1	
80671000000138	151841008	1	
80671000000138	152229008	1	
80671000000138	152580005	1	
80671000000138	152581009	1	
80671000000138	152582002	1	
80671000000138	152583007	1	
80671000000138	153232001	1	
80671000000138	15511008	1	
80671000000138	156075007	1	
80671000000138	156076008	1	
80671000000138	156077004	1	
80671000000138	156078009	1	
80671000000138	156088005	1	
80671000000138	156090006	1	
80671000000138	156091005	1	
80671000000138	156093008	1	
80671000000138	156094002	1	
80671000000138	1592005	1	
80671000000138	16101000119107	1	
80671000000138	161754008	1	
80671000000138	161756005	1	
80671000000138	161757001	1	
80671000000138	161758006	1	
80671000000138	161759003	1	
80671000000138	161760008	1	
80671000000138	161761007	1	
80671000000138	161762000	1	
80671000000138	16680004	1	
80671000000138	170141000000103	1	
80671000000138	17335003	1	
80671000000138	17380002	1	
80671000000138	174801000000103	1	
80671000000138	176830009	1	
80671000000138	176831008	1	
80671000000138	176849008	1	
80671000000138	176850008	1	
80671000000138	176851007	1	
80671000000138	176852000	1	
80671000000138	176853005	1	
80671000000138	176854004	1	
80671000000138	176855003	1	
80671000000138	176856002	1	
80671000000138	176857006	1	
80671000000138	177095006	1	
80671000000138	177096007	1	
80671000000138	177097003	1	
80671000000138	177098008	1	
80671000000138	177099000	1	
80671000000138	18119004	1	
80671000000138	18302006	1	
80671000000138	183606009	1	
80671000000138	18391007	1	
80671000000138	184005004	1	
80671000000138	185019006	1	
80671000000138	185020000	1	
80671000000138	185021001	1	
80671000000138	185022008	1	
80671000000138	185023003	1	
80671000000138	185024009	1	
80671000000138	18684002	1	
80671000000138	18767001	1	
80671000000138	18872002	1	
80671000000138	18894005	1	
80671000000138	19099008	1	
80671000000138	19123002	1	
80671000000138	19228003	1	
80671000000138	19363005	1	
80671000000138	195005	1	
80671000000138	19564003	1	
80671000000138	198690009	1	
80671000000138	198692001	1	
80671000000138	198693006	1	
80671000000138	198694000	1	
80671000000138	198695004	1	
80671000000138	198696003	1	
80671000000138	198697007	1	
80671000000138	198698002	1	
80671000000138	198699005	1	
80671000000138	198701005	1	
80671000000138	198704002	1	
80671000000138	198705001	1	
80671000000138	198706000	1	
80671000000138	198707009	1	
80671000000138	198708004	1	
80671000000138	198709007	1	
80671000000138	198710002	1	
80671000000138	198711003	1	
80671000000138	198712005	1	
80671000000138	198714006	1	
80671000000138	198715007	1	
80671000000138	198716008	1	
80671000000138	198717004	1	
80671000000138	198718009	1	
80671000000138	198719001	1	
80671000000138	198720007	1	
80671000000138	198721006	1	
80671000000138	198722004	1	
80671000000138	198723009	1	
80671000000138	198724003	1	
80671000000138	198725002	1	
80671000000138	198726001	1	
80671000000138	198727005	1	
80671000000138	198728000	1	
80671000000138	198730003	1	
80671000000138	198731004	1	
80671000000138	198732006	1	
80671000000138	198733001	1	
80671000000138	198734007	1	
80671000000138	198735008	1	
80671000000138	198736009	1	
80671000000138	198737000	1	
80671000000138	198738005	1	
80671000000138	198739002	1	
80671000000138	198740000	1	
80671000000138	198741001	1	
80671000000138	198742008	1	
80671000000138	198743003	1	
80671000000138	198744009	1	
80671000000138	198745005	1	
80671000000138	198746006	1	
80671000000138	198747002	1	
80671000000138	198748007	1	
80671000000138	198749004	1	
80671000000138	198750004	1	
80671000000138	198751000	1	
80671000000138	198752007	1	
80671000000138	198753002	1	
80671000000138	198754008	1	
80671000000138	198755009	1	
80671000000138	198756005	1	
80671000000138	198757001	1	
80671000000138	198758006	1	
80671000000138	198759003	1	
80671000000138	198760008	1	
80671000000138	198761007	1	
80671000000138	198762000	1	
80671000000138	198763005	1	
80671000000138	198764004	1	
80671000000138	198765003	1	
80671000000138	198766002	1	
80671000000138	198767006	1	
80671000000138	198806007	1	
80671000000138	198807003	1	
80671000000138	198808008	1	
80671000000138	198809000	1	
80671000000138	198810005	1	
80671000000138	198811009	1	
80671000000138	198812002	1	
80671000000138	198814001	1	
80671000000138	198815000	1	
80671000000138	198816004	1	
80671000000138	198817008	1	
80671000000138	198819006	1	
80671000000138	198820000	1	
80671000000138	198821001	1	
80671000000138	198822008	1	
80671000000138	198823003	1	
80671000000138	198824009	1	
80671000000138	198827002	1	
80671000000138	198828007	1	
80671000000138	198829004	1	
80671000000138	198830009	1	
80671000000138	198831008	1	
80671000000138	198832001	1	
80671000000138	198833006	1	
80671000000138	198834000	1	
80671000000138	198835004	1	
80671000000138	198836003	1	
80671000000138	198837007	1	
80671000000138	198838002	1	
80671000000138	198839005	1	
80671000000138	198840007	1	
80671000000138	198841006	1	
80671000000138	198842004	1	
80671000000138	198843009	1	
80671000000138	198844003	1	
80671000000138	198845002	1	
80671000000138	198846001	1	
80671000000138	198847005	1	
80671000000138	198848000	1	
80671000000138	198849008	1	
80671000000138	198850008	1	
80671000000138	198851007	1	
80671000000138	198852000	1	
80671000000138	198853005	1	
80671000000138	198854004	1	
80671000000138	198855003	1	
80671000000138	198856002	1	
80671000000138	198857006	1	
80671000000138	198858001	1	
80671000000138	198859009	1	
80671000000138	198860004	1	
80671000000138	198862007	1	
80671000000138	198863002	1	
80671000000138	198864008	1	
80671000000138	198865009	1	
80671000000138	198866005	1	
80671000000138	198867001	1	
80671000000138	198868006	1	
80671000000138	198869003	1	
80671000000138	198870002	1	
80671000000138	198871003	1	
80671000000138	198873000	1	
80671000000138	198874006	1	
80671000000138	198875007	1	
80671000000138	198876008	1	
80671000000138	198878009	1	
80671000000138	199306007	1	
80671000000138	200483009	1	
80671000000138	200485002	1	
80671000000138	200486001	1	
80671000000138	200487005	1	
80671000000138	200488000	1	
80671000000138	200489008	1	
80671000000138	200490004	1	
80671000000138	200491000	1	
80671000000138	200492007	1	
80671000000138	200493002	1	
80671000000138	20216003	1	
80671000000138	20483002	1	
80671000000138	20604004	1	
80671000000138	206574009	1	
80671000000138	20886003	1	
80671000000138	21280005	1	
80671000000138	21334005	1	
80671000000138	21604008	1	
80671000000138	22046002	1	
80671000000138	22442009	1	
80671000000138	225326008	1	
80671000000138	225327004	1	
80671000000138	23401002	1	
80671000000138	237013006	1	
80671000000138	237247003	1	
80671000000138	240280006	1	
80671000000138	240281005	1	
80671000000138	240282003	1	
80671000000138	240283008	1	
80671000000138	240284002	1	
80671000000138	24444009	1	
80671000000138	25032009	1	
80671000000138	252113007	1	
80671000000138	252114001	1	
80671000000138	25404008	1	
80671000000138	25519006	1	
80671000000138	25691001	1	
80671000000138	26010008	1	
80671000000138	26224003	1	
80671000000138	265062002	1	
80671000000138	265633004	1	
80671000000138	26623000	1	
80671000000138	266773005	1	
80671000000138	267014009	1	
80671000000138	267192009	1	
80671000000138	267193004	1	
80671000000138	267194005	1	
80671000000138	267195006	1	
80671000000138	267295002	1	
80671000000138	267296001	1	
80671000000138	267301001	1	
80671000000138	26743002	1	
80671000000138	27001000000105	1	
80671000000138	27011000000107	1	
80671000000138	27015006	1	
80671000000138	27021000000101	1	
80671000000138	27031000000104	1	
80671000000138	27068000	1	
80671000000138	27169005	1	
80671000000138	271904006	1	
80671000000138	271954000	1	
80671000000138	274972007	1	
80671000000138	274973002	1	
80671000000138	275422006	1	
80671000000138	275423001	1	
80671000000138	275424007	1	
80671000000138	275567001	1	
80671000000138	27603008	1	
80671000000138	28493005	1	
80671000000138	28496002	1	
80671000000138	285409006	1	
80671000000138	285434006	1	
80671000000138	287623000	1	
80671000000138	287955003	1	
80671000000138	288041006	1	
80671000000138	288044003	1	
80671000000138	288045002	1	
80671000000138	29421008	1	
80671000000138	29430000	1	
80671000000138	29583006	1	
80671000000138	29601003	1	
80671000000138	29682007	1	
80671000000138	29950007	1	
80671000000138	29995000	1	
80671000000138	302375005	1	
80671000000138	30260009	1	
80671000000138	30297004	1	
80671000000138	30479005	1	
80671000000138	305875008	1	
80671000000138	310506006	1	
80671000000138	31207002	1	
80671000000138	31227001	1	
80671000000138	313264007	1	
80671000000138	315910004	1	
80671000000138	315937002	1	
80671000000138	32016007	1	
80671000000138	3230006	1	
80671000000138	33046001	1	
80671000000138	33490001	1	
80671000000138	33561005	1	
80671000000138	339081000000108	1	
80671000000138	339091000000105	1	
80671000000138	339101000000102	1	
80671000000138	339111000000100	1	
80671000000138	34367002	1	
80671000000138	34478009	1	
80671000000138	34500003	1	
80671000000138	34530006	1	
80671000000138	34701001	1	
80671000000138	35509007	1	
80671000000138	3634007	1	
80671000000138	36473002	1	
80671000000138	365573003	1	
80671000000138	36664002	1	
80671000000138	36801000119105	1	
80671000000138	371332008	1	
80671000000138	373891000	1	
80671000000138	373893002	1	
80671000000138	373894008	1	
80671000000138	373897001	1	
80671000000138	373898006	1	
80671000000138	373900008	1	
80671000000138	373901007	1	
80671000000138	373902000	1	
80671000000138	373908001	1	
80671000000138	373910004	1	
80671000000138	373911000	1	
80671000000138	373912007	1	
80671000000138	373913002	1	
80671000000138	373914008	1	
80671000000138	373915009	1	
80671000000138	373916005	1	
80671000000138	373917001	1	
80671000000138	373919003	1	
80671000000138	373921008	1	
80671000000138	37787009	1	
80671000000138	37880000	1	
80671000000138	38099005	1	
80671000000138	38261000119106	1	
80671000000138	386394001	1	
80671000000138	386639001	1	
80671000000138	386641000	1	
80671000000138	3873005	1	
80671000000138	38784004	1	
80671000000138	38835003	1	
80671000000138	38905006	1	
80671000000138	38951007	1	
80671000000138	390431000000101	1	
80671000000138	390641000000108	1	
80671000000138	39067009	1	
80671000000138	39120007	1	
80671000000138	391896006	1	
80671000000138	391897002	1	
80671000000138	39239006	1	
80671000000138	39246002	1	
80671000000138	39406005	1	
80671000000138	396158009	1	
80671000000138	40405003	1	
80671000000138	40500006	1	
80671000000138	408840008	1	
80671000000138	40894000	1	
80671000000138	409191000000108	1	
80671000000138	409201000000105	1	
80671000000138	409481000000104	1	
80671000000138	412758008	1	
80671000000138	415262008	1	
80671000000138	41806003	1	
80671000000138	41850002	1	
80671000000138	425881000000109	1	
80671000000138	427261000000105	1	
80671000000138	427511000000106	1	
80671000000138	42755004	1	
80671000000138	428641000000105	1	
80671000000138	43293004	1	
80671000000138	439163006	1	
80671000000138	439310005	1	
80671000000138	439741000000107	1	
80671000000138	44101005	1	
80671000000138	44108004	1	
80671000000138	4426000	1	
80671000000138	44448003	1	
80671000000138	4451004	1	
80671000000138	44638009	1	
80671000000138	44640004	1	
80671000000138	44797006	1	
80671000000138	447972007	1	
80671000000138	44992005	1	
80671000000138	450531000000100	1	
80671000000138	450678004	1	
80671000000138	450679007	1	
80671000000138	451014004	1	
80671000000138	4576001	1	
80671000000138	45774002	1	
80671000000138	46101000119101	1	
80671000000138	463061000000100	1	
80671000000138	46365005	1	
80671000000138	46533008	1	
80671000000138	465821000000103	1	
80671000000138	47161002	1	
80671000000138	472839005	1	
80671000000138	48433002	1	
80671000000138	49416000	1	
80671000000138	49632008	1	
80671000000138	49809007	1	
80671000000138	50206009	1	
80671000000138	50554000	1	
80671000000138	50628000	1	
80671000000138	50726009	1	
80671000000138	50844007	1	
80671000000138	51096002	1	
80671000000138	51181004	1	
80671000000138	51391003	1	
80671000000138	51407006	1	
80671000000138	51707007	1	
80671000000138	51830007	1	
80671000000138	51945001	1	
80671000000138	51953009	1	
80671000000138	5211000000103	1	
80671000000138	52342006	1	
80671000000138	52660002	1	
80671000000138	528441000000101	1	
80671000000138	528501000000100	1	
80671000000138	529611000000105	1	
80671000000138	53098006	1	
80671000000138	53111003	1	
80671000000138	531521000000102	1	
80671000000138	532051000000107	1	
80671000000138	53247006	1	
80671000000138	53365008	1	
80671000000138	53638009	1	
80671000000138	54044001	1	
80671000000138	54113008	1	
80671000000138	54155004	1	
80671000000138	54453000	1	
80671000000138	54529009	1	
80671000000138	54940007	1	
80671000000138	55589000	1	
80671000000138	55639004	1	
80671000000138	5577003	1	
80671000000138	55933000	1	
80671000000138	56029000	1	
80671000000138	56083002	1	
80671000000138	561991000000100	1	
80671000000138	562001000000102	1	
80671000000138	56379006	1	
80671000000138	56451001	1	
80671000000138	56462001	1	
80671000000138	56827004	1	
80671000000138	569441000000102	1	
80671000000138	569471000000108	1	
80671000000138	57197002	1	
80671000000138	572641000000101	1	
80671000000138	574541000000109	1	
80671000000138	574551000000107	1	
80671000000138	577181000000102	1	
80671000000138	57734001	1	
80671000000138	57797005	1	
80671000000138	5792004	1	
80671000000138	58071009	1	
80671000000138	58123006	1	
80671000000138	58475007	1	
80671000000138	58654009	1	
80671000000138	592121000000107	1	
80671000000138	592131000000109	1	
80671000000138	592151000000102	1	
80671000000138	592161000000104	1	
80671000000138	592201000000107	1	
80671000000138	5939002	1	
80671000000138	5945005	1	
80671000000138	59859005	1	
80671000000138	599091000000102	1	
80671000000138	599101000000105	1	
80671000000138	599111000000107	1	
80671000000138	599121000000101	1	
80671000000138	599141000000108	1	
80671000000138	599151000000106	1	
80671000000138	599161000000109	1	
80671000000138	599171000000102	1	
80671000000138	599181000000100	1	
80671000000138	59919008	1	
80671000000138	599191000000103	1	
80671000000138	599231000000107	1	
80671000000138	599241000000103	1	
80671000000138	599251000000100	1	
80671000000138	60330007	1	
80671000000138	609443003	1	
80671000000138	609446006	1	
80671000000138	609447002	1	
80671000000138	609448007	1	
80671000000138	609449004	1	
80671000000138	609450004	1	
80671000000138	609451000	1	
80671000000138	609452007	1	
80671000000138	609453002	1	
80671000000138	609454008	1	
80671000000138	609455009	1	
80671000000138	609456005	1	
80671000000138	609457001	1	
80671000000138	609458006	1	
80671000000138	609459003	1	
80671000000138	609460008	1	
80671000000138	609461007	1	
80671000000138	609462000	1	
80671000000138	609463005	1	
80671000000138	609464004	1	
80671000000138	609465003	1	
80671000000138	609466002	1	
80671000000138	609467006	1	
80671000000138	609468001	1	
80671000000138	609469009	1	
80671000000138	609470005	1	
80671000000138	609471009	1	
80671000000138	609472002	1	
80671000000138	609473007	1	
80671000000138	609474001	1	
80671000000138	609475000	1	
80671000000138	609476004	1	
80671000000138	609477008	1	
80671000000138	609478003	1	
80671000000138	609479006	1	
80671000000138	609480009	1	
80671000000138	609482001	1	
80671000000138	609483006	1	
80671000000138	609484000	1	
80671000000138	609485004	1	
80671000000138	609486003	1	
80671000000138	609487007	1	
80671000000138	609488002	1	
80671000000138	609489005	1	
80671000000138	609490001	1	
80671000000138	609491002	1	
80671000000138	609492009	1	
80671000000138	609493004	1	
80671000000138	609494005	1	
80671000000138	609498008	1	
80671000000138	609499000	1	
80671000000138	609500009	1	
80671000000138	609501008	1	
80671000000138	609502001	1	
80671000000138	609503006	1	
80671000000138	609504000	1	
80671000000138	609505004	1	
80671000000138	609506003	1	
80671000000138	609507007	1	
80671000000138	609508002	1	
80671000000138	609510000	1	
80671000000138	609511001	1	
80671000000138	609512008	1	
80671000000138	609513003	1	
80671000000138	609514009	1	
80671000000138	6134000	1	
80671000000138	613971000000105	1	
80671000000138	614001000000104	1	
80671000000138	614021000000108	1	
80671000000138	61452007	1	
80671000000138	61752008	1	
80671000000138	61810006	1	
80671000000138	61951009	1	
80671000000138	62331000	1	
80671000000138	6251000119101	1	
80671000000138	6261000119104	1	
80671000000138	626761000000103	1	
80671000000138	626771000000105	1	
80671000000138	626781000000107	1	
80671000000138	62888008	1	
80671000000138	63637002	1	
80671000000138	639951000000105	1	
80671000000138	64181003	1	
80671000000138	656231000000102	1	
80671000000138	660131000000100	1	
80671000000138	660141000000109	1	
80671000000138	660151000000107	1	
80671000000138	660161000000105	1	
80671000000138	660201000000102	1	
80671000000138	660211000000100	1	
80671000000138	660221000000106	1	
80671000000138	661411000000107	1	
80671000000138	661421000000101	1	
80671000000138	66335006	1	
80671000000138	6647006	1	
80671000000138	66892003	1	
80671000000138	67042008	1	
80671000000138	672511000000105	1	
80671000000138	67313008	1	
80671000000138	6741000000101	1	
80671000000138	6751000000103	1	
80671000000138	6761000000100	1	
80671000000138	6771000000107	1	
80671000000138	6802007	1	
80671000000138	68189005	1	
80671000000138	690421000000105	1	
80671000000138	69156003	1	
80671000000138	69302000	1	
80671000000138	694901000000104	1	
80671000000138	69696002	1	
80671000000138	697994009	1	
80671000000138	698411000000101	1	
80671000000138	698421000000107	1	
80671000000138	698431000000109	1	
80671000000138	698586005	1	
80671000000138	698587001	1	
80671000000138	698636009	1	
80671000000138	700041001	1	
80671000000138	70317007	1	
80671000000138	703711000000108	1	
80671000000138	704521000000109	1	
80671000000138	704531000000106	1	
80671000000138	704541000000102	1	
80671000000138	704801000000102	1	
80671000000138	704811000000100	1	
80671000000138	704931000000104	1	
80671000000138	707207004	1	
80671000000138	70772007	1	
80671000000138	707849001	1	
80671000000138	707998009	1	
80671000000138	70823006	1	
80671000000138	71216006	1	
80671000000138	71362000	1	
80671000000138	714812005	1	
80671000000138	7166002	1	
80671000000138	71720009	1	
80671000000138	724484007	1	
80671000000138	724494002	1	
80671000000138	73280003	1	
80671000000138	73837001	1	
80671000000138	74978008	1	
80671000000138	749781000000109	1	
80671000000138	75013000	1	
80671000000138	757111000000108	1	
80671000000138	75825001	1	
80671000000138	75947000	1	
80671000000138	763801000000101	1	
80671000000138	76472002	1	
80671000000138	76491002	1	
80671000000138	768721000000107	1	
80671000000138	768731000000109	1	
80671000000138	76889003	1	
80671000000138	769411000000104	1	
80671000000138	769421000000105	1	
80671000000138	77099001	1	
80671000000138	77186001	1	
80671000000138	779341000000104	1	
80671000000138	779351000000101	1	
80671000000138	7802000	1	
80671000000138	780721000000107	1	
80671000000138	7822001	1	
80671000000138	795161000000108	1	
80671000000138	796731000000105	1	
80671000000138	796741000000101	1	
80671000000138	80438008	1	
80671000000138	806771000000107	1	
80671000000138	806781000000109	1	
80671000000138	80679003	1	
80671000000138	8095007	1	
80671000000138	81131001	1	
80671000000138	81521003	1	
80671000000138	8173005	1	
80671000000138	82204006	1	
80671000000138	82338001	1	
80671000000138	8272009	1	
80671000000138	8274005	1	
80671000000138	83712005	1	
80671000000138	838421000000105	1	
80671000000138	84143004	1	
80671000000138	8468007	1	
80671000000138	85652000	1	
80671000000138	8670007	1	
80671000000138	86891002	1	
80671000000138	87307008	1	
80671000000138	8996006	1	
80671000000138	90450000	1	
80671000000138	906211000000103	1	
80671000000138	90645002	1	
80671000000138	90781005	1	
80671000000138	91657000	1	
80671000000138	917351000000108	1	
80671000000138	917361000000106	1	
80671000000138	917371000000104	1	
80671000000138	917381000000102	1	
80671000000138	917391000000100	1	
80671000000138	9391000000101	1	
80671000000138	9401000000103	1	
80671000000138	9402004	1	
80671000000138	9411000000101	1	
80671000000138	9421000000107	1	
80671000000138	9431000000109	1
00000000000000  429746005 1  1
00000000000000  314707006 1  1
00000000000000  205171000000107 1  1
00000000000000  412732008 1  1
00000000000000  720428004 1  1
00000000000000  720741001 1  1
