SUBSETID	MEMBERID	MEMBERSTATUS	LINKEDID
80691000000139	440714005	1	
80691000000139	441120009	1	
80691000000139	441561000000104	1	
80691000000139	442351000000104	1	
80691000000139	444011000000109	1	
80691000000139	44412000	1	
80691000000139	444150000	1	
80691000000139	444356002	1	
80691000000139	444358001	1	
80691000000139	444375007	1	
80691000000139	444376008	1	
80691000000139	444380003	1	
80691000000139	444394002	1	
80691000000139	444418002	1	
80691000000139	444451006	1	
80691000000139	444452004	1	
80691000000139	444454003	1	
80691000000139	444458000	1	
80691000000139	444461004	1	
80691000000139	444486008	1	
80691000000139	444487004	1	
80691000000139	444491009	1	
80691000000139	444563003	1	
80691000000139	444811000000101	1	
80691000000139	444834005	1	
80691000000139	445563009	1	
80691000000139	44568006	1	
80691000000139	445945000	1	
80691000000139	446471004	1	
80691000000139	446594000	1	
80691000000139	446722008	1	
80691000000139	446902002	1	
80691000000139	447353001	1	
80691000000139	447372001	1	
80691000000139	447402003	1	
80691000000139	44743006	1	
80691000000139	4483005	1	
80691000000139	449773001	1	
80691000000139	449776009	1	
80691000000139	45058001	1	
80691000000139	452801000000105	1	
80691000000139	45377007	1	
80691000000139	455491000000109	1	
80691000000139	455571000000106	1	
80691000000139	461961000000102	1	
80691000000139	46235002	1	
80691000000139	464571000000100	1	
80691000000139	464851000000107	1	
80691000000139	466811000000104	1	
80691000000139	46699001	1	
80691000000139	468931000000102	1	
80691000000139	469321000000107	1	
80691000000139	472954000	1	
80691000000139	48794007	1	
80691000000139	49914005	1	
80691000000139	49923008	1	
80691000000139	504871000000109	1	
80691000000139	504901000000109	1	
80691000000139	50528008	1	
80691000000139	50806003	1	
80691000000139	5085001	1	
80691000000139	50970007	1	
80691000000139	510891000000104	1	
80691000000139	51105006	1	
80691000000139	51928006	1	
80691000000139	51960003	1	
80691000000139	52079000	1	
80691000000139	52414005	1	
80691000000139	53479004	1	
80691000000139	53529004	1	
80691000000139	53664003	1	
80691000000139	54069001	1	
80691000000139	54274001	1	
80691000000139	54825009	1	
80691000000139	55768006	1	
80691000000139	56118002	1	
80691000000139	562081000000107	1	
80691000000139	58056005	1	
80691000000139	58227000	1	
80691000000139	58392004	1	
80691000000139	59233003	1	
80691000000139	59307008	1	
80691000000139	59530001	1	
80691000000139	59721007	1	
80691000000139	59819007	1	
80691000000139	59851000119103	1	
80691000000139	59934002	1	
80691000000139	60335002	1	
80691000000139	60528006	1	
80691000000139	60893000	1	
80691000000139	61048000	1	
80691000000139	61612001	1	
80691000000139	62207008	1	
80691000000139	62479008	1	
80691000000139	6267005	1	
80691000000139	62861003	1	
80691000000139	63751007	1	
80691000000139	64102008	1	
80691000000139	65049003	1	
80691000000139	65295003	1	
80691000000139	66281009	1	
80691000000139	66887000	1	
80691000000139	67125004	1	
80691000000139	67391006	1	
80691000000139	68764005	1	
80691000000139	68863007	1	
80691000000139	69154000	1	
80691000000139	69595007	1	
80691000000139	697965002	1	
80691000000139	699433000	1	
80691000000139	700053002	1	
80691000000139	702479006	1	
80691000000139	702480009	1	
80691000000139	71011005	1	
80691000000139	710311002	1	
80691000000139	713251003	1	
80691000000139	713260006	1	
80691000000139	713261005	1	
80691000000139	713275003	1	
80691000000139	713278001	1	
80691000000139	713297001	1	
80691000000139	713298006	1	
80691000000139	713299003	1	
80691000000139	713300006	1	
80691000000139	713316008	1	
80691000000139	713318009	1	
80691000000139	713320007	1	
80691000000139	713325002	1	
80691000000139	713339002	1	
80691000000139	713340000	1	
80691000000139	713341001	1	
80691000000139	713342008	1	
80691000000139	713349004	1	
80691000000139	713444005	1	
80691000000139	713445006	1	
80691000000139	713446007	1	
80691000000139	713483007	1	
80691000000139	713484001	1	
80691000000139	713487008	1	
80691000000139	713488003	1	
80691000000139	713489006	1	
80691000000139	713490002	1	
80691000000139	713491003	1	
80691000000139	713497004	1	
80691000000139	713503007	1	
80691000000139	713504001	1	
80691000000139	713505000	1	
80691000000139	713506004	1	
80691000000139	713507008	1	
80691000000139	713508003	1	
80691000000139	713510001	1	
80691000000139	713511002	1	
80691000000139	713523008	1	
80691000000139	713526000	1	
80691000000139	713527009	1	
80691000000139	713530002	1	
80691000000139	713531003	1	
80691000000139	713532005	1	
80691000000139	713533000	1	
80691000000139	713543002	1	
80691000000139	713544008	1	
80691000000139	713545009	1	
80691000000139	713546005	1	
80691000000139	713570009	1	
80691000000139	713571008	1	
80691000000139	713572001	1	
80691000000139	713695001	1	
80691000000139	713696000	1	
80691000000139	713718006	1	
80691000000139	713722001	1	
80691000000139	713729005	1	
80691000000139	713730000	1	
80691000000139	713731001	1	
80691000000139	713732008	1	
80691000000139	713733003	1	
80691000000139	713734009	1	
80691000000139	713742005	1	
80691000000139	713844000	1	
80691000000139	713845004	1	
80691000000139	713880000	1	
80691000000139	713881001	1	
80691000000139	713887002	1	
80691000000139	713897006	1	
80691000000139	713964006	1	
80691000000139	713967004	1	
80691000000139	714083007	1	
80691000000139	714464009	1	
80691000000139	719522009	1	
80691000000139	719755001	1	
80691000000139	719789000	1	
80691000000139	72083004	1	
80691000000139	721166000	1	
80691000000139	721583004	1	
80691000000139	721585006	1	
80691000000139	721587003	1	
80691000000139	721588008	1	
80691000000139	721589000	1	
80691000000139	72225002	1	
80691000000139	722520001	1	
80691000000139	722557007	1	
80691000000139	72621000119104	1	
80691000000139	733834006	1	
80691000000139	733835007	1	
80691000000139	74372003	1	
80691000000139	74633007	1	
80691000000139	74915004	1	
80691000000139	75299005	1	
80691000000139	754591000000103	1	
80691000000139	76272004	1	
80691000000139	76381007	1	
80691000000139	764261000000100	1	
80691000000139	764281000000109	1	
80691000000139	76802005	1	
80691000000139	768841000000107	1	
80691000000139	77028001	1	
80691000000139	77939001	1	
80691000000139	786221000000101	1	
80691000000139	786251000000106	1	
80691000000139	787781000000107	1	
80691000000139	787801000000108	1	
80691000000139	79019005	1	
80691000000139	80191000119101	1	
80691000000139	80388004	1	
80691000000139	80604007	1	
80691000000139	80770009	1	
80691000000139	809201000000102	1	
80691000000139	8098009	1	
80691000000139	81000119104	1	
80691000000139	81339006	1	
80691000000139	81598001	1	
80691000000139	817381000000107	1	
80691000000139	817471000000104	1	
80691000000139	817921000000105	1	
80691000000139	818371000000109	1	
80691000000139	818981000000105	1	
80691000000139	819421000000109	1	
80691000000139	819481000000105	1	
80691000000139	819661000000103	1	
80691000000139	819681000000107	1	
80691000000139	82323002	1	
80691000000139	82355002	1	
80691000000139	827006	1	
80691000000139	82959004	1	
80691000000139	830561000000101	1	
80691000000139	835261000000109	1	
80691000000139	83883001	1	
80691000000139	839551000000107	1	
80691000000139	84619001	1	
80691000000139	8555001	1	
80691000000139	85857008	1	
80691000000139	86028001	1	
80691000000139	862181000000105	1	
80691000000139	862191000000107	1	
80691000000139	86253009	1	
